"REF_DATE","GEO","DGUID","Age group","Sex","Indicators","Characteristics","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2018","Saskatchewan","2016A000247","50 to 64 years","Males","Current smoker, daily","Number of persons","Number","223","units","0","v110816222","9.5.2.16.1","20600","E","","","0"
"2019","Saskatchewan","2016A000247","50 to 64 years","Males","Current smoker, daily","Number of persons","Number","223","units","0","v110816222","9.5.2.16.1","19900","E","","","0"
"2015","Saskatchewan","2016A000247","50 to 64 years","Males","Current smoker, daily","Percent","Percent","239","units","0","v110816225","9.5.2.16.4","16.9","E","","","1"
"2016","Saskatchewan","2016A000247","50 to 64 years","Males","Current smoker, daily","Percent","Percent","239","units","0","v110816225","9.5.2.16.4","24.2","E","","","1"
"2017","Saskatchewan","2016A000247","50 to 64 years","Males","Current smoker, daily","Percent","Percent","239","units","0","v110816225","9.5.2.16.4","19.6","E","","","1"
"2018","Saskatchewan","2016A000247","50 to 64 years","Males","Current smoker, daily","Percent","Percent","239","units","0","v110816225","9.5.2.16.4","19.1","E","","","1"
"2019","Saskatchewan","2016A000247","50 to 64 years","Males","Current smoker, daily","Percent","Percent","239","units","0","v110816225","9.5.2.16.4","19.0","E","","","1"
"2015","Saskatchewan","2016A000247","50 to 64 years","Females","Current smoker, daily or occasional","Number of persons","Number","223","units","0","v110816397","9.5.3.15.1","25000","","","","0"
"2016","Saskatchewan","2016A000247","50 to 64 years","Females","Current smoker, daily or occasional","Number of persons","Number","223","units","0","v110816397","9.5.3.15.1","11000","E","","","0"
"2017","Saskatchewan","2016A000247","50 to 64 years","Females","Current smoker, daily or occasional","Number of persons","Number","223","units","0","v110816397","9.5.3.15.1","20500","E","","","0"
"2018","Saskatchewan","2016A000247","50 to 64 years","Females","Current smoker, daily or occasional","Number of persons","Number","223","units","0","v110816397","9.5.3.15.1","20600","E","","","0"
"2019","Saskatchewan","2016A000247","50 to 64 years","Females","Current smoker, daily or occasional","Number of persons","Number","223","units","0","v110816397","9.5.3.15.1","13400","E","","","0"
"2015","Saskatchewan","2016A000247","50 to 64 years","Females","Current smoker, daily or occasional","Percent","Percent","239","units","0","v110816400","9.5.3.15.4","23.7","","","","1"
"2016","Saskatchewan","2016A000247","50 to 64 years","Females","Current smoker, daily or occasional","Percent","Percent","239","units","0","v110816400","9.5.3.15.4","10.5","E","","","1"
"2017","Saskatchewan","2016A000247","50 to 64 years","Females","Current smoker, daily or occasional","Percent","Percent","239","units","0","v110816400","9.5.3.15.4","19.8","E","","","1"
"2018","Saskatchewan","2016A000247","50 to 64 years","Females","Current smoker, daily or occasional","Percent","Percent","239","units","0","v110816400","9.5.3.15.4","19.8","E","","","1"
"2019","Saskatchewan","2016A000247","50 to 64 years","Females","Current smoker, daily or occasional","Percent","Percent","239","units","0","v110816400","9.5.3.15.4","13.0","E","","","1"
"2015","Saskatchewan","2016A000247","50 to 64 years","Females","Current smoker, daily","Number of persons","Number","223","units","0","v110816404","9.5.3.16.1","22000","E","","","0"
"2016","Saskatchewan","2016A000247","50 to 64 years","Females","Current smoker, daily","Number of persons","Number","223","units","0","v110816404","9.5.3.16.1","9000","E","","","0"
"2017","Saskatchewan","2016A000247","50 to 64 years","Females","Current smoker, daily","Number of persons","Number","223","units","0","v110816404","9.5.3.16.1","17800","E","","","0"
"2018","Saskatchewan","2016A000247","50 to 64 years","Females","Current smoker, daily","Number of persons","Number","223","units","0","v110816404","9.5.3.16.1","16600","E","","","0"
"2019","Saskatchewan","2016A000247","50 to 64 years","Females","Current smoker, daily","Number of persons","Number","223","units","0","v110816404","9.5.3.16.1","11100","E","","","0"
"2015","Saskatchewan","2016A000247","50 to 64 years","Females","Current smoker, daily","Percent","Percent","239","units","0","v110816407","9.5.3.16.4","20.9","E","","","1"
"2016","Saskatchewan","2016A000247","50 to 64 years","Females","Current smoker, daily","Percent","Percent","239","units","0","v110816407","9.5.3.16.4","8.6","E","","","1"
"2017","Saskatchewan","2016A000247","50 to 64 years","Females","Current smoker, daily","Percent","Percent","239","units","0","v110816407","9.5.3.16.4","17.2","E","","","1"
"2018","Saskatchewan","2016A000247","50 to 64 years","Females","Current smoker, daily","Percent","Percent","239","units","0","v110816407","9.5.3.16.4","15.9","E","","","1"
"2019","Saskatchewan","2016A000247","50 to 64 years","Females","Current smoker, daily","Percent","Percent","239","units","0","v110816407","9.5.3.16.4","10.7","E","","","1"
"2015","Saskatchewan","2016A000247","65 years and over","Both sexes","Current smoker, daily or occasional","Number of persons","Number","223","units","0","v110816579","9.6.1.15.1","20900","E","","","0"
"2016","Saskatchewan","2016A000247","65 years and over","Both sexes","Current smoker, daily or occasional","Number of persons","Number","223","units","0","v110816579","9.6.1.15.1","20600","E","","","0"
"2017","Saskatchewan","2016A000247","65 years and over","Both sexes","Current smoker, daily or occasional","Number of persons","Number","223","units","0","v110816579","9.6.1.15.1","19400","E","","","0"
"2018","Saskatchewan","2016A000247","65 years and over","Both sexes","Current smoker, daily or occasional","Number of persons","Number","223","units","0","v110816579","9.6.1.15.1","24300","","","","0"
"2019","Saskatchewan","2016A000247","65 years and over","Both sexes","Current smoker, daily or occasional","Number of persons","Number","223","units","0","v110816579","9.6.1.15.1","16600","","","","0"
"2015","Saskatchewan","2016A000247","65 years and over","Both sexes","Current smoker, daily or occasional","Percent","Percent","239","units","0","v110816582","9.6.1.15.4","14.0","E","","","1"
"2016","Saskatchewan","2016A000247","65 years and over","Both sexes","Current smoker, daily or occasional","Percent","Percent","239","units","0","v110816582","9.6.1.15.4","13.4","E","","","1"
"2017","Saskatchewan","2016A000247","65 years and over","Both sexes","Current smoker, daily or occasional","Percent","Percent","239","units","0","v110816582","9.6.1.15.4","12.2","E","","","1"
"2018","Saskatchewan","2016A000247","65 years and over","Both sexes","Current smoker, daily or occasional","Percent","Percent","239","units","0","v110816582","9.6.1.15.4","14.8","","","","1"
"2019","Saskatchewan","2016A000247","65 years and over","Both sexes","Current smoker, daily or occasional","Percent","Percent","239","units","0","v110816582","9.6.1.15.4","9.8","","","","1"
"2015","Saskatchewan","2016A000247","65 years and over","Both sexes","Current smoker, daily","Number of persons","Number","223","units","0","v110816586","9.6.1.16.1","17200","E","","","0"
"2016","Saskatchewan","2016A000247","65 years and over","Both sexes","Current smoker, daily","Number of persons","Number","223","units","0","v110816586","9.6.1.16.1","16700","E","","","0"
"2017","Saskatchewan","2016A000247","65 years and over","Both sexes","Current smoker, daily","Number of persons","Number","223","units","0","v110816586","9.6.1.16.1","17300","E","","","0"
"2018","Saskatchewan","2016A000247","65 years and over","Both sexes","Current smoker, daily","Number of persons","Number","223","units","0","v110816586","9.6.1.16.1","19100","E","","","0"
"2019","Saskatchewan","2016A000247","65 years and over","Both sexes","Current smoker, daily","Number of persons","Number","223","units","0","v110816586","9.6.1.16.1","13400","","","","0"
"2015","Saskatchewan","2016A000247","65 years and over","Both sexes","Current smoker, daily","Percent","Percent","239","units","0","v110816589","9.6.1.16.4","11.5","E","","","1"
"2016","Saskatchewan","2016A000247","65 years and over","Both sexes","Current smoker, daily","Percent","Percent","239","units","0","v110816589","9.6.1.16.4","10.8","E","","","1"
"2017","Saskatchewan","2016A000247","65 years and over","Both sexes","Current smoker, daily","Percent","Percent","239","units","0","v110816589","9.6.1.16.4","10.9","E","","","1"
"2018","Saskatchewan","2016A000247","65 years and over","Both sexes","Current smoker, daily","Percent","Percent","239","units","0","v110816589","9.6.1.16.4","11.7","E","","","1"
"2019","Saskatchewan","2016A000247","65 years and over","Both sexes","Current smoker, daily","Percent","Percent","239","units","0","v110816589","9.6.1.16.4","8.0","","","","1"
"2015","Saskatchewan","2016A000247","65 years and over","Males","Current smoker, daily or occasional","Number of persons","Number","223","units","0","v110816761","9.6.2.15.1","8000","E","","","0"
"2016","Saskatchewan","2016A000247","65 years and over","Males","Current smoker, daily or occasional","Number of persons","Number","223","units","0","v110816761","9.6.2.15.1","9200","E","","","0"
"2017","Saskatchewan","2016A000247","65 years and over","Males","Current smoker, daily or occasional","Number of persons","Number","223","units","0","v110816761","9.6.2.15.1","11500","E","","","0"
"2018","Saskatchewan","2016A000247","65 years and over","Males","Current smoker, daily or occasional","Number of persons","Number","223","units","0","v110816761","9.6.2.15.1","13000","E","","","0"
"2019","Saskatchewan","2016A000247","65 years and over","Males","Current smoker, daily or occasional","Number of persons","Number","223","units","0","v110816761","9.6.2.15.1","6900","","","","0"
"2015","Saskatchewan","2016A000247","65 years and over","Males","Current smoker, daily or occasional","Percent","Percent","239","units","0","v110816764","9.6.2.15.4","11.6","E","","","1"
"2016","Saskatchewan","2016A000247","65 years and over","Males","Current smoker, daily or occasional","Percent","Percent","239","units","0","v110816764","9.6.2.15.4","12.8","E","","","1"
"2017","Saskatchewan","2016A000247","65 years and over","Males","Current smoker, daily or occasional","Percent","Percent","239","units","0","v110816764","9.6.2.15.4","15.5","E","","","1"
"2018","Saskatchewan","2016A000247","65 years and over","Males","Current smoker, daily or occasional","Percent","Percent","239","units","0","v110816764","9.6.2.15.4","16.9","E","","","1"
"2019","Saskatchewan","2016A000247","65 years and over","Males","Current smoker, daily or occasional","Percent","Percent","239","units","0","v110816764","9.6.2.15.4","8.8","","","","1"
"2015","Saskatchewan","2016A000247","65 years and over","Males","Current smoker, daily","Number of persons","Number","223","units","0","v110816768","9.6.2.16.1","5000","E","","","0"
"2016","Saskatchewan","2016A000247","65 years and over","Males","Current smoker, daily","Number of persons","Number","223","units","0","v110816768","9.6.2.16.1","8200","E","","","0"
"2017","Saskatchewan","2016A000247","65 years and over","Males","Current smoker, daily","Number of persons","Number","223","units","0","v110816768","9.6.2.16.1","10600","E","","","0"
"2018","Saskatchewan","2016A000247","65 years and over","Males","Current smoker, daily","Number of persons","Number","223","units","0","v110816768","9.6.2.16.1","11300","E","","","0"
"2019","Saskatchewan","2016A000247","65 years and over","Males","Current smoker, daily","Number of persons","Number","223","units","0","v110816768","9.6.2.16.1","5000","E","","","0"
"2015","Saskatchewan","2016A000247","65 years and over","Males","Current smoker, daily","Percent","Percent","239","units","0","v110816771","9.6.2.16.4","7.2","E","","","1"
"2016","Saskatchewan","2016A000247","65 years and over","Males","Current smoker, daily","Percent","Percent","239","units","0","v110816771","9.6.2.16.4","11.4","E","","","1"
"2017","Saskatchewan","2016A000247","65 years and over","Males","Current smoker, daily","Percent","Percent","239","units","0","v110816771","9.6.2.16.4","14.3","E","","","1"
"2018","Saskatchewan","2016A000247","65 years and over","Males","Current smoker, daily","Percent","Percent","239","units","0","v110816771","9.6.2.16.4","14.7","E","","","1"
"2019","Saskatchewan","2016A000247","65 years and over","Males","Current smoker, daily","Percent","Percent","239","units","0","v110816771","9.6.2.16.4","6.3","E","","","1"
"2015","Saskatchewan","2016A000247","65 years and over","Females","Current smoker, daily or occasional","Number of persons","Number","223","units","0","v110816943","9.6.3.15.1","12900","E","","","0"
"2016","Saskatchewan","2016A000247","65 years and over","Females","Current smoker, daily or occasional","Number of persons","Number","223","units","0","v110816943","9.6.3.15.1","11400","E","","","0"
"2017","Saskatchewan","2016A000247","65 years and over","Females","Current smoker, daily or occasional","Number of persons","Number","223","units","0","v110816943","9.6.3.15.1","7900","E","","","0"
"2018","Saskatchewan","2016A000247","65 years and over","Females","Current smoker, daily or occasional","Number of persons","Number","223","units","0","v110816943","9.6.3.15.1","11300","E","","","0"
"2019","Saskatchewan","2016A000247","65 years and over","Females","Current smoker, daily or occasional","Number of persons","Number","223","units","0","v110816943","9.6.3.15.1","9700","","","","0"
"2015","Saskatchewan","2016A000247","65 years and over","Females","Current smoker, daily or occasional","Percent","Percent","239","units","0","v110816946","9.6.3.15.4","16.1","E","","","1"
